tweet,subtask_a,subtask_b,subtask_c
@USER चूतिया है।याद है क्या???,not offensive,NULL,NULL
@USER चूतीया,not offensive,NULL,NULL
कम्निउस्ट चुतिया घरझगडा गरेर सामाजिक संजालमा नछाद है।,not offensive,NULL,NULL
केपि ओलीले आज भन्दै थिए प्रम शेर बहादुर देउवा सरकार सग मदन भन्डारीको हत्यारा पत्ता लगाउन ग्यापन पत्र बुझाउछु रे । ए…,not offensive,NULL,NULL
जनप्रीय नेताहरुको लागि सुरक्षाकर्मीको आवस्यक्तै पर्दैन।तर यी गद्दार चुतिया नेताहरु भएको कारण र आफ्नो गल्तिबाट आफै…,not offensive,NULL,NULL
@USER सत्ता बहुत चुतिया चिज हे भन्थे हो रहेछ,not offensive,NULL,NULL
ब्राम्हणांनी जातीयतेचं विष इतक समाजात खोल रुजवलं आहे की अजुन किती पिढ्या याखाली भरडल्या जातील नाही सांगता येणार…,not offensive,NULL,NULL
@USER बुढेस लागेपछी— लंगौटी खुस्केपनिपादेपनिकसैले सरापे पनि कुरा काटेपनि केही फरक नपर्ने लाजै नमान्ने उमेर लाई “सठियाउने” भ…,not offensive,NULL,NULL
@USER इनको लोकतंत्र तो चाहिए मगर लोकतांत्रिक व्यवस्था से दिक्कत है गजबै चू्तिया काटे हो बहुजन के नाम पर बहुजनों का वर्षों से,not offensive,NULL,NULL
@USER सब आफु चुतिया भएपछि हाम्लाइ चुतिया बनाउन खोजेका हुन्।अब एमाले फेरि माकुनेलाइ बोकेर चुनावमा जान्छ भने राप्र…,not offensive,NULL,NULL
@USER बाउरे त चुतिया हो,not offensive,NULL,NULL
@USER निलेश तू तर पैदाच बेकार झाला आहेसतुझा बाप चूतीया आणि तू थर्ड क्लास पैदासतुला तर लाज लज्जा का…,not offensive,NULL,NULL
@USER सक्छौ भने मैले जस्तै सम्मान गर्न सीक बेइजत गर्न त मेरा चुतीया साथीहरु धेरै छ्न,not offensive,NULL,NULL
@USER तिमी कति सम्म चुतिया छ्स भन्ने त थाहा नै छ हाम्लाई,not offensive,NULL,NULL
यि मुजी दिने चुतिया हुन्,not offensive,NULL,NULL
?भाई साहब दूर दूर तक कोई रिश्ता नहीं…,not offensive,NULL,NULL
@USER @USER @USER अरे चुतीया केंद्र सरकार म्हणतंय देशात एकही मृत्यू ऑक्सिजन अभावी ना…,not offensive,NULL,NULL
@USER कहिनभाको चुतिया,not offensive,NULL,NULL
@USER @USER @USER अबे चुतिया संघी लोग …,not offensive,NULL,NULL
@USER चुतिया रहेछ नि तोरी भाई,not offensive,NULL,NULL
@USER तिमी जस्तो चुतिया कसरी नेपाल जस्तो धर्तीमा जन्मिएको होला?,not offensive,NULL,NULL
@USER @USER @USER कुठं या चुतीया च्या नादी लागता,not offensive,NULL,NULL
बेब्सउहाँ भला आदमी मा भला आदमी हुनुहुन्छ।चुतिया मा बडा चुतिया हुनुहुन्छ।म जस्तै।।,not offensive,NULL,NULL
कन्सेन्ट् भन्ने कुनै चराको नाम होला सायद भन्दै गफ गरिरहदा भेटिएको एक सेल्फ एक्लेम्ड् असल इमानदार र चुतिया भलाद्मी।…,not offensive,NULL,NULL
@USER लुटपाट भएकैछबालशोषण भएकैछबालविवाहदाईजोप्रथाबलात्कार हत्या हिंशा पनि भएकै छअझ झन बेरोज़गारी को त कुरै नगरौ के…,not offensive,NULL,NULL
@USER चुतिया जस्तै भडुवा रहेछ उसको साथीपनि हर हर महादेब,not offensive,NULL,NULL
@USER नेता दुई प्रजातिका हुन्छन् १ चुतिया२ कुतिया,not offensive,NULL,NULL
@USER @USER चुतीया देश द्रोही बिजेपी वाला फ्रजी देश भक्त,not offensive,NULL,NULL
@USER सेंसलेस आहेत सगळे हे चुतिया भक्त चुक्त,not offensive,NULL,NULL
नेता दुई प्रजातिका हुन्छन् १ चुतिया२ कुतिया,not offensive,NULL,NULL
सक्छौ भने मैले जस्तै सम्मान गर्न सीक बेइजत गर्न त मेरा चुतीया साथीहरु धेरै छ्न,not offensive,NULL,NULL
@USER @USER निरपेक्षता भनेको त धर्म नै हुँदैन भन्ने अर्थ लगाउने हो भन्छन यि इशाइका दाशहरु। इशाइ मात्र धर्म हो अरु मान्ने त…,not offensive,NULL,NULL
@USER अब यस्ता चुतिया आइमाई ले भनेको ओली ले मान्नु पर्ने यो घास लाई अब एमाले का कार्यकर्ता ले नेता कदापि मान्दैन है ।,not offensive,NULL,NULL
@USER @USER चुतिया तलाई पेट देख्दा के कुरा ले भयो? बाहुन पुरूश त,not offensive,NULL,NULL
पुत्ला जलाउनुस भुत्ला जलाउनुस चर्को बिरोध गर्नुस आत्मघाति गोल गरेर गोल सेलिव्रेट गर्ने चुतिया खेलाडिलाई टिमबाट हटा…,not offensive,NULL,NULL
@USER राज्य दोहन गरेका छन लुटेर भकारी राखेका छन सरकारी खर्चमै डकारेका छन तर चुतिया यति छन कि आफ्नो उपचार खर्च समेत राज्यबाट खो…,not offensive,NULL,NULL
@USER @USER अबे चुतिया संघी …,not offensive,NULL,NULL
@USER तेरो दिदिबहिनीलाई नाङ्गै बजार घुमाएर देखा आधुनिक युगमा पुग्छ्स । चुतिया,not offensive,NULL,NULL
टुक्के ओलिले ७२ करोड दिएर सर्पपाल्न ठेक्का दिएका झले उर्फ झलनाथ भनौदा लुटेरालाई बिरामी हुदा अझै देउबा सरकारले हा…,not offensive,NULL,NULL
चुतिया लोक…खुप जास्त चुतिया लोक…आणि मग येतातपेट्रोल ₹ झाला तरी मोदीच म्हणणारे…@USER…,not offensive,NULL,NULL
राज्य दोहन गरेका छन लुटेर भकारी राखेका छन सरकारी खर्चमै डकारेका छन तर चुतिया यति छन कि आफ्नो उपचार खर्च समेत राज्य…,not offensive,NULL,NULL
@USER रुपा सुनुवार केसले किन सकारात्मक प्रगति गरेन भनेर जान्न मन लागे यी चुतिया ब्रोलाई हेरे हुन्छ।कासमा महावीर ब्रो जस्ता क…,not offensive,NULL,NULL
@USER या चुतिया ला काय इतका भाव देताय द्या सोडून त्या रणजित नाईक निंबाळकर ने पोसलेला वळू असेल हा,not offensive,NULL,NULL
विद्यार्थी ले एकदिन नगरेशिछ्क ले रामधुलाइ हान्ने सरकारले १२ को परिछा को लागि अझ पनि गर्दै रे य…,not offensive,NULL,NULL
@USER @USER @USER @USER @USER @USER @USER @USER सादा जीवन उच्च विचार…,not offensive,NULL,NULL
चायवालाभीहूँचौकीदारभीहूँचोरभीहुँजासूसभीहूँचुतियाभीकहसकतेहो,not offensive,NULL,NULL
यो बिजय साही चुतिया लाई जहाँ भेट्यो त्यही पिट है केटा हो मान्छेलाई उल्लु बनाएर हैरान नै पारे यार्खैरेलाई नेपा…,not offensive,NULL,NULL
@USER चूतिया पार्टी,not offensive,NULL,NULL
@USER चूतिया दुनिया,not offensive,NULL,NULL
@USER @USER @USER माकुने र ओलिको झगडामा कांग्रेसि चुतिया हरु लाई फाइदा पुर्यायौ।,not offensive,NULL,NULL
रुपा सुनुवार केसले किन सकारात्मक प्रगति गरेन भनेर जान्न मन लागे यी चुतिया ब्रोलाई हेरे हुन्छ।कासमा महावीर ब्रो ज…,not offensive,NULL,NULL
@USER चुतिया सल्लाहकार भएर।,not offensive,NULL,NULL
नेपालका बिष्लेषक जति होलसेलमै चुतिया हुन भनेर स्विकारे जसमा उनि आफु पनि पर्छन भन्ने सम्म नि स्विकारे त्यति…,not offensive,NULL,NULL
@USER चुतीया आहे आपला,not offensive,NULL,NULL
@USER त्यतिबेला कागजको पानी जहाज र रेल बनाएर चुतिया गिरि गर्नेहरु अहिले रेल चल्ने भो भनेर चम्चागिरी गर्दैछन।भौमान यिन भेणाहरुलाई…,not offensive,NULL,NULL
@USER बिल्डींगमध्ये परत कोरोना आला तो पण शेजारच्या घरीआई ला दादा कडे पाठवावे लागले (मंद)आणिपोटचामंद पणउद्या…,not offensive,NULL,NULL
खराब झाले मानसिक आरोग्य खराब झाले त्याग समर्पित नेतृत्वाला गुलाम बनविले लोकसभा निवडणुकीत ला डावलले तसेच…,not offensive,NULL,NULL
राम कदम वागण्यात नाही तर बोलण्यात चुकला बीजेपी मग अजितदादा कुठे तुमच्या तोंडात मूतले होते का?,Offensive,TIN,GRP
हीच का तुमची शिवसेने चि शिकवण आपली आई म्हणजे दैवत आणि दुसऱ्याची आई म्हणजे रांड,Offensive,TIN,GRP
हे वाचा गाढवांनो आणि हे ही सांगा की तुमच्या मॅडम आणि पप्पूने  साली काय करार केला चीनी कम्युनि…,Offensive,TIN,GRP
भक्त आंधळे असतात मूर्खा ना काही कळत नाही,Offensive,TIN,GRP
१९६६ साली छत्रपती शिवाजी महाराज या जागतिक दर्जाच्या सम्राटाचे नाव () वापरून ज्यांनी शिव सेना स्थापन केली त्यांची…,Offensive,TIN,GRP
भक्तांची आधुनिक झासी कंगना रानावत हिचे झाशीच्या राणी बद्दलच वक्तव्य बघा तुम्हाला लाज वाटायला पाहिजे दळभद्री बिंडोक भ…,Offensive,TIN,GRP
शांत राहिले की ही बाळासाहेबांची सेना नाही अन् थोडे अशांत झाले की आतंकी सेना त्यांच्या मतावर तेच ठाम नाहीत मंद भक्त,Offensive,TIN,GRP
यांना पोर्टस्टार म्हणणाऱ्या नालायक जातीच्या ला महाराष्ट्रातील विशिष्ट पक्षाचे कार्यक…,Offensive,TIN,GRP
मरणार लाचारी रक्तात भिणली आहे यांच्या आरश्यासमोर उभे राहू शकत नाहीत म्हणून त्यांची दळभद्री तोंडे घेऊन आपल्या समोर फडकत असतात,Offensive,TIN,GRP
अरे येड्याहो तुम्ही तर मर्चंट नेव्हीतल्या माणसाला भारतीय नौदलाचा अधिकारी करून टाकले होते मूर्खांहो आणि मुंबई महानगरपालिके…,Offensive,TIN,GRP
च्यायला ह्यांना चॅनेल बंद करायचा फतवा काढावा लागतो शिवसेना आहे की हिजडिसेना एवढंच आहे तर सोशल मीडि…,Offensive,TIN,GRP
तेव्हा पाकिट त्यांच्या तोंडात कोंबलेले असतं,Offensive,TIN,GRP
आधी बातमी वाच रे मंद भक्ता तुमच्या सारख्या लोकांसाठी च बनवून ठेवलीय जरा कमी तों…,Offensive,TIN,GRP
भाजप तर नालायक आहेचं त्यांची मुजोरी य् सहा वर्षांत खूप वाढली आहे पण अशीच मुजोरी आणि हिंसा हे कम्युनिस्ट वर्षानुव…,Offensive,TIN,GRP
अरे मादरचोद तुमची औकात काय आहे रे भोसडीच्यानो कोणी लवडा विचारत नाही तुम्हाला राजपुत भांडी घासत हो…,Offensive,TIN,GRP
हिंदू धर्मात  वेद  शास्त्र  पुराण  नीति  उपनिषद आहेत तरीही काही दळभद्री लोक डोके टेकवायला पीर बाबाच्या मदार वर जातात,Offensive,TIN,GRP
हा तमाशा सुरु केला भाजपवाल्यानीं केवळ दळभद्री राजकारण करत बिहार जिंकण्यासाठी,Offensive,TIN,GRP
कारण ती बावळट आहे आणि  गरळ ओकतोय तरी मंद लोकांना कळत नाहीय किंवा कळून सुद्दा तिला  करत आहेत,Offensive,TIN,GRP
ठाकरे सरकार अणी संजय राऊत कंगनने तुम्ची वाट लावुन ताकली आही अणी बाराच तुम्हीलोकांचा तोन्डात तमाचा मर्ला आहे । आत…,Offensive,TIN,GRP
भिकारचोट पत्रकार दलाल आहेत साले,Offensive,TIN,GRP
म्हणून हे परप्रांतीय लोंढे थांबवा आणि महाराष्ट्रातील नेत्यांनी हिंदी ची चमचेगिरी करन बं…,Offensive,TIN,GRP
छान लिहिला आहेपण त्या बावळट माणसांना असले स्पष्टीकरण देण्याची काय गरज? काही झालं तरी फडण…,Offensive,TIN,GRP
एकदम मान्य नाहीतरी ही भिकारचोट मंडळी त्या सिनेमामध्ये आपल्या संस्कृतीचा लिलाव कर…,Offensive,TIN,GRP
भिकारचोट मराठी मीडि…,Offensive,TIN,GRP
असे बावळट लोकं सत्ताधारी पक्षात आहेत काय अपेक्षा करणार आपण त्या पक्षाकडून,Offensive,TIN,GRP
मंद भक्तांची लोकसंख्या माहित नाही मध्ये आलेला फंड किती माहित नाही? मंद भक्तांचा पगार ४० पै…,Offensive,TIN,GRP
मागच्या  दिवसापासून बघतोय ह्या युपी बिहारी लोकांना महाराष्ट्र ला शिव्या देताना बघतोय अरे मादरचोद कुत्र्यांनो तुम…,Offensive,TIN,GRP
तुम्ही कंगनाच काय घेऊन बसलात जर मुंबई महानगरपालिकाने प्रत्येक ठिकाणी कारवाई केली तर तुम्ही झाटु लोकं मुंबईत राहु पण ना…,Offensive,TIN,GRP
नशीब काही दळभद्री लोक भारत पाकिस्तान बॉर्डर प्रदेशात…,Offensive,TIN,GRP
काही महाराष्ट्र द्रोही गिधाडं आणि त्याच्या सोबतीला काही कावळे महाराष्ट्राला बदनाम करण्याचा…,Offensive,TIN,GRP
काँग्रेस वाले सुद्धा मंद आहेत चुकून शिवसेनेच्या नेत्यांची नावे पुढे आली तर कस होईल ह्यांच??,Offensive,TIN,GRP
दळभद्री भाट आहे हे लोक उगाच डोक्यावर घेतात यांना स्वताच्या फायद्यासाठी सरकारची हांजी हांजी करणे एवढेच यांचे काम,Offensive,TIN,GRP
• तु आणि महाराष्ट्रात येणाऱ्या इतर भिकारी भैय्यांना आम्ही इथे नाही बोलवले तुम्ही इथे तुमचे पोट भरायला आले आहा…,Offensive,TIN,GRP
किती मोठी गम्मत आहे ना? जेव्हा ह्यांनी मुलींना पळवुन नेण्याची गोष्ट केलेली तेव्हा केंद्र सरकार तोंडात मूग गिळून…,Offensive,TIN,GRP
ज्यांचा बाप सकाळच्या पारी बोचा आवळून सार्वजनिक संडासाच्या लाईतन उभा असतो ते शैणिक सुद्धा आता म्हणायला लागलेत मुंबई…,Offensive,TIN,GRP
बीजेपी च्या मंद कार्यकर्त्यांना माहिती आहे आवाज कोणाचा चालतोएकाचा फक्त डोळा लाल झाला तरी…,Offensive,TIN,GRP
कंगणाला संजय राऊत हरामखोर म्हणाला होता तेव्हा यांच्या तोंडात मावा होता,Offensive,TIN,GRP
फडणवीस सरकार असताना आरक्षनाचे राजकारण करुण तोंडाला फेस येई पर्यंत आरोप करणारे तोंडात मोगरी फसल्या सारखे गप्प आहेत बा…,Offensive,TIN,GRP
मादरचोद रांडाची औलाद आहात तुम्हीं साले गुंडे  मी मरा…,Offensive,TIN,GRP
अंधभक्तांना आता त्यांच्या गोट्या दाबायचा  देणार आहे कोरोना गायब,Offensive,TIN,GRP
गप्प ए खुळ्या ल तू आणि तुझे गायपट्यातले लोक्स तुमची तिकडेच काशी करामुंबई आणि महाराष्ट्रात फक्त,Offensive,TIN,GRP
भिकारचोट राजकारणानी मराठ्याचा घात केला आयुष्यात प्रथम डोळ्यात पाणी आले जबाबदारीन सांगतो हायकोर्टाचे निर्णय सुप्रिम…,Offensive,TIN,GRP
दलिंदर पक्ष आणि त्याचे भिकारचोट कार्यकर्ते अजूनही तुम्ही आरक्षण अन समाहितापेक्षा पक्षप्रेमाला महत्व देत असाल तर तुम्ही…,Offensive,TIN,GRP
भाड्याची मादरचोद कॉर्पोरेशन,Offensive,TIN,GRP
अरे दळभद्री कुत्र्यांनो त्याचा १० वर्षे जुना फोटो पोस्ट करून त्याला इंनोसेन्ट दाखवायचा प्रयत्न करू नका…,Offensive,TIN,GRP
मग महा विकास आघाडी सरकार काय गोट्या खेळत होता ला त्यांना सगळं तपास…,Offensive,TIN,GRP
भंगार केंद्र सरकार आनं त्यांच गटार राजकारण झाट काय सापडतय कारण आत्महत्येत काय सापडन्यासारख नाहीच,Offensive,TIN,GRP
मराठ्यांचा एक पण मत दळभद्री भाजपला जाणार नाही,Offensive,TIN,GRP
दळभद्री सरकार बट्याबोळ कारभार,Offensive,TIN,GRP
भाजपचं दळभद्री राजकारण,Offensive,TIN,GRP
अरे भिकारचोट कुत्र्यांनो स्वतःच्या राज्यात तुम्हाला काम मिळत नाहीत कामाची भीक मागत इथे मुंबई ला ये…,Offensive,TIN,GRP
अतिशय दळभद्री भिकारी आघाडी सरकार,Offensive,TIN,GRP
आणि त्या दक्षिण भारतातील लोकांचे विचार एकदम बावळट आहे त्याना त्याचा स्वतंत्र्य देश पाहि…,Offensive,TIN,GRP
दळभद्री भिकारी आघाडी सरकार चा धिक्कार असो,Offensive,TIN,GRP
भक्तांवर आज अशी वेळ आलेली आहे की उद्या दाऊद इब्राहिम पण मुंबई महाराष्ट्र विरोधात बोला तर ये मंद त्याला पण पप्पा पप्पा बोलायला…,Offensive,TIN,GRP
एक बाईने तुमच्या तोंडात शेण घातले ते बघ आधी मुलीच्या फोटोला चप्पल मारतात डॉनच्या धमकीवर शेपूट घालून घरात बसतात आणि ग…,Offensive,TIN,GRP
बेअक्कल भक्तांना अजुन सुध्दा वाटतंय की ला याचा मोबदला द्यावा लागेल असं अरे भक्तांडानो ते अनधिकृ…,Offensive,TIN,GRP
बिनबुडाचे अंड भक्त मूड पण नाय होत च बोलायला भक्तान बरोबर,Offensive,TIN,GRP
तुम्ही कंगनाच काय घेऊन बसलात जर मुंबई महानगरपालिकाने प्रत्येक ठिकाणी कारवाई केली तर तुम्ही झाटु लोकं मुंबईत राहु पण…,Offensive,TIN,GRP
हिंदू धर्मात  वेद  शास्त्र  पुराण  नीति  उपनिषद आहेत तरीही काही दळभद्री लोक डोके टेकवायला पीर बाबाच्या मदार…,Offensive,TIN,GRP
दळभद्री हरामखोरांचे सरकार आहे हे,Offensive,TIN,GRP
सगळे भाजपा चे मंद आणि मतिमंद मंत्री आणि भक्तगण ज्या व्यक्ती ला शिवसेना च्या कार्यकर्त्यांनी झोडल ते चुकीचा वाटले…,Offensive,TIN,GRP
हिंदू मुस्लिम करत बस्स भडव्या भक्तांडया मोटा भाई चा गुपु खाणारे भक्त बाईला त…,Offensive,TIN,GRP
घाणीत लोळणारे डुक्कर कोण? सावरकरांची बदनामी करणारे खरे डुक्कर आणि भेकड,Offensive,TIN,GRP
पडायला शेठ जबाबदार नाही असं अंडभक्त म्हणतात पण जर का  वाढला असता तर हेच गोट्या सुजेपर्यंत नाचले असते,Offensive,TIN,GRP
शेवटी निकाल लागला तरी तो कुणाच्या बाजूने लागणार? मराठा समाजाच्या बाजूने लागणार की त्या भिकारचोट लोकांच्या बाजूने…,Offensive,TIN,GRP
सत्ताधारी सरकार चे आमदार एका बाईचे थोबाड फोडायची धमकी देत होते तेव्हा कुठे होतात? मूग गिळून शेप…,Offensive,TIN,GRP
बेड्स मिळत नसल्याने  ?? सगळी जंबो सेंटर फक्त गोट्या खेळायला उभी केली आहेत का ? पासून,Offensive,TIN,GRP
राष्ट्रीय सर्वविक्री अमावस्येच्या सर्वांना दळभद्री शुभेच्छा,Offensive,TIN,GRP
अरे वारं चिवसेना यांना आजच का सुचले असेल अरे तुमच्या पेक्षा लहान पोरं गोटया गोटया सुद्धा चांगल्या खे…,Offensive,TIN,GRP
तुला समजणार नाही सांगितलं तरी तू परत प्रश्न विचारत आहेत मंद भक्ता तुझी अक्कल  चे फेक मॅसेज फोटो फॉरवर्ड करण्याइतकीच आहे,Offensive,TIN,GRP
शेणेच्या कोमटरावांच्या आणी त्यांचा पुत्र पेंगु यांच्या गोट्या चोळणं बंद करा आताथोडं…,Offensive,TIN,GRP
सर्वात मोठे तर भिकारचोट तर मराठी कुपत्रकारिता आहे आणि है ऑस्ट्रेलियात संडास साफ करणारे तर खूप निर्लज्ज,Offensive,TIN,GRP
हे युपी बिहारी भय्ये सगळे नपुंसक आहेत बहुतेक  ह्या लोकात कोणी भैय्या राजा महाराजा होऊन गेला नाही …,Offensive,TIN,GRP
स्त्रियांना समान वागणूक देत नाहीत हे साले भिकारचोट लांडगे ह्यांच्या पुस्तकातच लिहिलं आहे मारहाण करा स्त्रियांना,Offensive,TIN,GRP
भिकारचोट लोकांची सगळ्यात जास्त संख्या असते फुकटच्या योजनेत अन् हे कटवे तर पिढ्यांचे भिकारचोट कसे सोडतील फुकटचे पाचशे रुपये,Offensive,TIN,GRP
आपने काफी पुच्ची मेने मला पुची,Offensive,TIN,GRP
तुझ्यासारख्या आरक्षणाच्या जीवावर जगणाऱ्या भिकारचोट लोकांना आधी सारखं डांगीला झाडू लावू…,Offensive,TIN,GRP
हिंम्मत भाषा बायलांच्या तोंडातुन अशी वाटते जशी डुक्काराच्या तोंडात त्याचाच गु,Offensive,TIN,GRP
मदराशा चा भोंगा बंद करा अशी विनंती केल्यावर तोंडात केळ घेऊन बसलेली वर्षानुवर्षे पावसाळ्यात गटारी साफ न करता आ…,Offensive,TIN,GRP
चायचा भोसडा ह्या सर्व राजकारण्यांच्याकाय लावलाय रे झाटूजिनो किती दिवसांपासून तेच तेचते रिया सुशांतआणि आता…,Offensive,TIN,GRP
एकदम मान्य नाहीतरी ही भिकारचोट मंडळी त्या सिनेमामध्ये आपल्या संस्कृतीचा लिलाव करताना प…,Offensive,TIN,GRP
हिटलर भाजप च्या गोटया चोळ्या …,Offensive,TIN,GRP
तरीही काही भिकारचोट जाणता राजा कस काय म्हणता काय माहित,Offensive,TIN,GRP
मूर्खा त्यांना काही मराठी माणसं बोलायला नाही गेले तेच आले इथं भिकारी,Offensive,TIN,GRP
आताच आलेल्या माहिती नुसार  खाजपा मध्ये पागल झालेल्या मंदाचीं यादी ज़ाहिर झाली आहे (सत्ता नसल्या मुळे होणारे मंद) १…,Offensive,TIN,GRP
केंद्रात सवर्ण आरक्षण १० डायरेक्ट मंजूर आणि महाराष्ट्रात मराठा आरक्षण रद्द वा रे भिकारचोट राजकारण आणि राजकारणी,Offensive,TIN,GRP
अंड भक्त ची काही सीमा नसते काही लिहू शकतात ते चीन कडून घेतलेला कर्ज अंड भक्ता साठीच आहे,Offensive,TIN,GRP
मग महा विकास आघाडी सरकार काय गोट्या खेळत होता ला त्यांना सगळं तपासता ना…,Offensive,TIN,GRP
अरे विरोधी पक्ष नेता आहे ना तूम्ही काय गोट्या खेळताय का ? काय चालले आहे महाराष्ट्र मधे ? हुकुमशाही…,Offensive,TIN,GRP
मी कीती तरी मंद लोकांकडून ऐकलं की मोदी तानाशाही करतोय म्हणून आणि उदाहरण मागितले तर प्रोपेर एक पण नाही आणि आज ताना…,Offensive,TIN,GRP
तुझ्या सारख्या दळभद्री लोकांमुळे भाजप परत जाती का नाही बघ रसातळाला,Offensive,TIN,GRP
निवडक इलेक्ट्रॉनिक मीडिया म्हणजे अक्कलशुन्य लोकांनी पोसलेली रांड होय खऱ्याखुऱ्या रांडेला…,Offensive,TIN,GRP
संघ बुद्धी मंद बुद्धी,Offensive,TIN,GRP
असल्या मंद सैनिकांच्या नादाला लागायचं नाही  करायचं जेव…,Offensive,TIN,GRP
मादरचोद न्युज मिडिया त्या सुशांतच्या बातम्या पाहून पाहून डोक्याचा भोसडा झालाय,Offensive,TIN,GRP
याच्या बापाचा महाराष्ट्र आहे का? मीडिया ही दळभद्री लोकांची मुलाखत घेते भिकारी बिहारी साले जय महाराष्ट्र,Offensive,TIN,GRP
मग महाविकास आघाडी काय गोट्या खेळत होता का त्यांना…,Offensive,TIN,GRP
सगळ्यात जास्त बदनामी हे दळभद्री सरकार आणि ह्यांच्या पक्षाच्या गुंडांमुळे होते आहे महाराष्ट्राची,Offensive,TIN,GRP
जे कोणी कंगनाचा विरोध आणि संजयचा सपोर्ट करताय त्या प्रत्येकाने घरी जाऊन स्वतःच्या ला आणि म्हणावे…,Offensive,TIN,GRP
मंद बुद्धि आहेत हे शेनीक,Offensive,TIN,GRP
यांना पोर्टस्टार म्हणणाऱ्या नालायक जातीच्या ला महाराष्ट्रातील विशिष्ट पक्षाचे कार्यकर्ते…,Offensive,TIN,GRP
दलिंदर पक्ष आणि त्याचे भिकारचोट कार्यकर्ते अजूनही तुम्ही आरक्षण अन समाजहितापेक्षा पक्षप्रेमाला महत्व देत असाल तर तु…,Offensive,TIN,GRP
बावळट आणि मूर्ख आहेस किंवा या जगातल्या सगळ्या  नावाच्या बायका मूर्ख आहेत,Offensive,TIN,GRP
अंड भक्त आहेत ते तुम्ही कांद्याचा अपमान करत आहात त्यांना फेकून नका मारू तसें पण ते…,Offensive,TIN,GRP
तू तर भय्या लोकांची औलाद आहे तू त्या लोकांना चडून घाय…,Offensive,TIN,GRP
यांच्या बुडाला आग लागली महाराजांचे नाव दिले गेले म्हणून दळभद्री कुठले,Offensive,TIN,GRP
कोठून येतात ही भिकारचोट माणसे,Offensive,TIN,GRP
घ्या आता गु सांभाळून बिहार मध्ये आणि काही झाला तरी साहेब  होणार आहेत  ला मग बघा कशी…,Offensive,TIN,GRP
भाजप तर नालायक आहेचं त्यांची मुजोरी य् सहा वर्षांत खूप वाढली आहे पण अशीच मुजोरी आणि हिंसा हे कम्युनिस्ट वर्षानुवर्षे करत…,Offensive,TIN,GRP
शिवसेनेने निवडणुकीत स्वतंत्र बाणा ठेवावादळभद्री भाजपबरोबर मैत्री अजिबात नको,Offensive,TIN,GRP
भेंचोद  मराठी दुसरी जाहिरातच दाखवेनात फक्त विवि करत बसलेत,Offensive,TIN,GRP
भाजपचे अंडभक्त व आयटी सेल ह्यांना अत्यंत खालच्या व अर्वाच्य भाषेत बोलत आहेत हा महाराष्ट्राचा अवमान…,Offensive,TIN,GRP
दलिंदर पक्ष आणि त्याचे भिकारचोट कार्यकर्ते अजूनही तुम्ही आरक्षण अन समाहितापेक्षा पक्षप्रेमाला महत्व देत असाल तर तुम्ही समा…,Offensive,TIN,GRP
चोर सरकार साली,Offensive,TIN,GRP
मराठी पत्रकार खूप असतात महाराष्ट्र चा समस्या बाबत बोलला तोंडात लॉलीपॉप जातो,Offensive,TIN,GRP
मग महाराष्ट्र सरकार काय गोट्या खेलतय का आनी काय म्हाने सौ दाऊद पर एक राऊत आता संजय राऊत…,Offensive,TIN,GRP
अबे कटेले लंड के मदरसा छाप मूल्ले। आम्ही मराठी भैया असो मराठी मद्रासी असो मराठी गुजराती…,Offensive,TIN,GRP
तुमची शिकायची लायकी नाही त्यामुळे आम्हाला हिंदी शिकवायला लागलात…,Offensive,TIN,GRP
भिकारचोट मराठी मिडिया,Offensive,TIN,GRP
दलिंदर पक्ष आणि त्याचे भिकारचोट कार्यकर्ते अजूनही तुम्ही आरक्षण अन समाहितापेक्षा पक्षप्रेमाला महत्व देत असाल तर तुम्ही स…,Offensive,TIN,GRP
ह्याला खरंतर कधीच आत टाकला पाहिजे होता पैसा आणि स्टारडमच्या जोरावर चाललाय सगळं एकदा ह्याच्यावर घाल…,Offensive,TIN,IND
भोसडीच्या तुझ्या आईचा मी नवरा आहे तुझ्या आईची गांड बघ मागून गांड मारून मारू…,Offensive,TIN,IND
तुला कुत्र तर विचारत का ? आणि हो एकट्या कंगणाने तुमच्या गोट्या चोळून पार धूर काढला घंटा काय करावं क…,Offensive,TIN,IND
गुरव बाई लई रांड लई माणसाचा पुळका तिला झवाडी साली चु…,Offensive,TIN,IND
अरे भडव्या जातीवादी किद्या…,Offensive,TIN,IND
बांधल त्यावेळी उद्धव गांजा ओढत होता का? एवढी बुडाला खाज असेल तर कुर्ला मधे जाऊन बघ आणि विचा…,Offensive,TIN,IND
भिकारचोट म्ह्राताऱ्या तुझ्या लयकित रहा पुण्यात राहून तू जास्त बोलत आहेस,Offensive,TIN,IND
विना ने काय घोडं मारलं??? शिव ठाकरे एक नंबर चा बावळट होता कशाला त्याला मध्ये घ्या? म्हणे,Offensive,TIN,IND
बावळट कंगना एका मराठी अभिनेत्रीला बोलताना लाज वाटत नाही त्यावर इतकं गलिच्छ बोलताना एक महिला पत्रकार ह…,Offensive,TIN,IND
कायम कुत्र्यासारख भुंकणारे टरबुज्या आणि चंपा तोंडात कोणीतरी मुल्या सारख तोंड बंद करून गप्प का ? ती कंगना महारा…,Offensive,TIN,IND
लंड चाट्या बुल्ल्याकार्यकुत्र्या तु…,Offensive,TIN,IND
